08/10/2022 15:43:36 Cash input 0.00 3.00 
08/10/2022 15:43:36 Cash input 3.00 6.00 
08/10/2022 15:43:36 Cash input 6.00 7.00 
08/10/2022 15:43:36 Item purchase 7.00 7.00 
08/10/2022 15:47:20 Cash input 0.00 7.00 
08/10/2022 15:47:20 Cash input 7.00 10.00 
08/10/2022 15:47:20 Item purchase 10.00 10.00 
08/10/2022 15:47:20 Item purchase 10.00 10.00 
08/10/2022 15:48:58 Cash input 0.00 5.00 
08/10/2022 15:48:58 Item purchase 5.00 2.75 
08/10/2022 15:48:58 Item purchase 2.75 1.25 
09/10/2022 13:10:02 Cash input 0.00 5.00 
09/10/2022 13:10:02 Item purchase 5.00 2.75 
09/10/2022 13:16:52 Cash input 0.00 3.00 
09/10/2022 13:16:52 Item purchase 3.00 2.25 
09/10/2022 13:22:19 Cash input 0.00 10.00 
09/10/2022 13:22:19 Item purchase 10.00 9.25 
09/10/2022 13:22:19 Item purchase 9.25 8.50 
09/10/2022 13:22:19 Item purchase 8.50 7.75 
09/10/2022 13:22:19 Item purchase 7.75 7.00 
09/10/2022 13:22:19 Item purchase 7.00 6.25 
09/10/2022 13:22:19 Item purchase 6.25 5.50 
09/10/2022 13:27:54 Cash input 0.00 3.00 
09/10/2022 13:27:54 Item purchase 3.00 2.25 
09/10/2022 13:27:54 Item purchase 2.25 1.50 
09/10/2022 13:27:54 Item purchase 1.50 0.75 
09/10/2022 13:27:54 Cash input 0.75 3.75 
09/10/2022 13:27:54 Item purchase 3.75 3.00 
09/10/2022 13:27:54 Item purchase 3.00 2.25 
09/10/2022 13:27:54 Item purchase 2.25 2.25 
09/10/2022 13:27:54 Item purchase 2.25 2.25 
09/10/2022 20:59:04 | Cash input | PreBalance: %s | PostBalance: $6.99 
29/10/2022 13:44:18 | Potato Crisps | PreBalance: $3.05 | PostBalance: $48.50 
29/10/2022 13:44:18 | Stackers | PreBalance: $1.45 | PostBalance: $48.50 
29/10/2022 13:44:18 | Grain Waves | PreBalance: $2.75 | PostBalance: $48.50 
29/10/2022 13:44:18 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $48.50 
29/10/2022 13:44:18 | Moonpie | PreBalance: $1.80 | PostBalance: $48.50 
29/10/2022 13:44:18 | Cowtales | PreBalance: $1.50 | PostBalance: $48.50 
29/10/2022 13:44:18 | Wonka Bar | PreBalance: $1.50 | PostBalance: $48.50 
29/10/2022 13:44:18 | Crunchie | PreBalance: $1.75 | PostBalance: $48.50 
29/10/2022 13:44:18 | Cola | PreBalance: $1.25 | PostBalance: $48.50 
29/10/2022 13:44:18 | Dr. Salt | PreBalance: $1.50 | PostBalance: $48.50 
29/10/2022 13:44:18 | Mountain Melter | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:44:18 | Heavy | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:44:18 | U-Chews | PreBalance: $0.85 | PostBalance: $47.00 
29/10/2022 13:44:18 | Little League Chew | PreBalance: $0.95 | PostBalance: $47.00 
29/10/2022 13:44:18 | Chiclets | PreBalance: $0.75 | PostBalance: $47.00 
29/10/2022 13:44:18 | Triplemint | PreBalance: $0.75 | PostBalance: $47.00 
29/10/2022 13:44:18 | Potato Crisps | PreBalance: $3.05 | PostBalance: $47.00 
29/10/2022 13:44:18 | Stackers | PreBalance: $1.45 | PostBalance: $47.00 
29/10/2022 13:44:18 | Grain Waves | PreBalance: $2.75 | PostBalance: $47.00 
29/10/2022 13:44:18 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $47.00 
29/10/2022 13:44:18 | Moonpie | PreBalance: $1.80 | PostBalance: $47.00 
29/10/2022 13:44:18 | Cowtales | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:44:18 | Wonka Bar | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:44:18 | Crunchie | PreBalance: $1.75 | PostBalance: $47.00 
29/10/2022 13:44:18 | Cola | PreBalance: $1.25 | PostBalance: $47.00 
29/10/2022 13:44:18 | Dr. Salt | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:44:18 | Mountain Melter | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:44:18 | Heavy | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:44:18 | U-Chews | PreBalance: $0.85 | PostBalance: $45.50 
29/10/2022 13:44:18 | Little League Chew | PreBalance: $0.95 | PostBalance: $45.50 
29/10/2022 13:44:18 | Chiclets | PreBalance: $0.75 | PostBalance: $45.50 
29/10/2022 13:44:18 | Triplemint | PreBalance: $0.75 | PostBalance: $45.50 
29/10/2022 13:44:18 | Potato Crisps | PreBalance: $3.05 | PostBalance: $45.50 
29/10/2022 13:44:18 | Stackers | PreBalance: $1.45 | PostBalance: $45.50 
29/10/2022 13:44:18 | Grain Waves | PreBalance: $2.75 | PostBalance: $45.50 
29/10/2022 13:44:18 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $45.50 
29/10/2022 13:44:18 | Moonpie | PreBalance: $1.80 | PostBalance: $45.50 
29/10/2022 13:44:18 | Cowtales | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:44:18 | Wonka Bar | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:44:18 | Crunchie | PreBalance: $1.75 | PostBalance: $45.50 
29/10/2022 13:44:18 | Cola | PreBalance: $1.25 | PostBalance: $45.50 
29/10/2022 13:44:18 | Dr. Salt | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:44:18 | Mountain Melter | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:44:18 | Heavy | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:44:18 | U-Chews | PreBalance: $0.85 | PostBalance: $44.00 
29/10/2022 13:44:18 | Little League Chew | PreBalance: $0.95 | PostBalance: $44.00 
29/10/2022 13:44:18 | Chiclets | PreBalance: $0.75 | PostBalance: $44.00 
29/10/2022 13:44:18 | Triplemint | PreBalance: $0.75 | PostBalance: $44.00 
29/10/2022 13:44:18 | Potato Crisps | PreBalance: $3.05 | PostBalance: $44.00 
29/10/2022 13:44:18 | Stackers | PreBalance: $1.45 | PostBalance: $44.00 
29/10/2022 13:44:18 | Grain Waves | PreBalance: $2.75 | PostBalance: $44.00 
29/10/2022 13:44:18 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $44.00 
29/10/2022 13:44:18 | Moonpie | PreBalance: $1.80 | PostBalance: $44.00 
29/10/2022 13:44:18 | Cowtales | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:44:18 | Wonka Bar | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:44:18 | Crunchie | PreBalance: $1.75 | PostBalance: $44.00 
29/10/2022 13:44:18 | Cola | PreBalance: $1.25 | PostBalance: $44.00 
29/10/2022 13:44:18 | Dr. Salt | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:44:18 | Mountain Melter | PreBalance: $1.50 | PostBalance: $42.50 
29/10/2022 13:44:18 | Heavy | PreBalance: $1.50 | PostBalance: $42.50 
29/10/2022 13:44:18 | U-Chews | PreBalance: $0.85 | PostBalance: $42.50 
29/10/2022 13:44:18 | Little League Chew | PreBalance: $0.95 | PostBalance: $42.50 
29/10/2022 13:44:18 | Chiclets | PreBalance: $0.75 | PostBalance: $42.50 
29/10/2022 13:44:18 | Triplemint | PreBalance: $0.75 | PostBalance: $42.50 
29/10/2022 13:50:41 | Cash input | PreBalance: $50.00 | PostBalance: $50.00 
29/10/2022 13:50:41 | Potato Crisps | PreBalance: $3.05 | PostBalance: $50.00 
29/10/2022 13:50:41 | Stackers | PreBalance: $1.45 | PostBalance: $50.00 
29/10/2022 13:50:41 | Grain Waves | PreBalance: $2.75 | PostBalance: $50.00 
29/10/2022 13:50:41 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $50.00 
29/10/2022 13:50:41 | Moonpie | PreBalance: $1.80 | PostBalance: $50.00 
29/10/2022 13:50:41 | Cowtales | PreBalance: $1.50 | PostBalance: $50.00 
29/10/2022 13:50:41 | Wonka Bar | PreBalance: $1.50 | PostBalance: $50.00 
29/10/2022 13:50:41 | Crunchie | PreBalance: $1.75 | PostBalance: $50.00 
29/10/2022 13:50:41 | Cola | PreBalance: $1.25 | PostBalance: $50.00 
29/10/2022 13:50:41 | Dr. Salt | PreBalance: $1.50 | PostBalance: $50.00 
29/10/2022 13:50:41 | Mountain Melter | PreBalance: $1.50 | PostBalance: $48.50 
29/10/2022 13:50:41 | Heavy | PreBalance: $1.50 | PostBalance: $48.50 
29/10/2022 13:50:41 | U-Chews | PreBalance: $0.85 | PostBalance: $48.50 
29/10/2022 13:50:41 | Little League Chew | PreBalance: $0.95 | PostBalance: $48.50 
29/10/2022 13:50:41 | Chiclets | PreBalance: $0.75 | PostBalance: $48.50 
29/10/2022 13:50:41 | Triplemint | PreBalance: $0.75 | PostBalance: $48.50 
29/10/2022 13:50:41 | Potato Crisps | PreBalance: $3.05 | PostBalance: $48.50 
29/10/2022 13:50:41 | Stackers | PreBalance: $1.45 | PostBalance: $48.50 
29/10/2022 13:50:41 | Grain Waves | PreBalance: $2.75 | PostBalance: $48.50 
29/10/2022 13:50:41 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $48.50 
29/10/2022 13:50:41 | Moonpie | PreBalance: $1.80 | PostBalance: $48.50 
29/10/2022 13:50:41 | Cowtales | PreBalance: $1.50 | PostBalance: $48.50 
29/10/2022 13:50:41 | Wonka Bar | PreBalance: $1.50 | PostBalance: $48.50 
29/10/2022 13:50:41 | Crunchie | PreBalance: $1.75 | PostBalance: $48.50 
29/10/2022 13:50:41 | Cola | PreBalance: $1.25 | PostBalance: $48.50 
29/10/2022 13:50:41 | Dr. Salt | PreBalance: $1.50 | PostBalance: $48.50 
29/10/2022 13:50:41 | Mountain Melter | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:50:41 | Heavy | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:50:41 | U-Chews | PreBalance: $0.85 | PostBalance: $47.00 
29/10/2022 13:50:41 | Little League Chew | PreBalance: $0.95 | PostBalance: $47.00 
29/10/2022 13:50:41 | Chiclets | PreBalance: $0.75 | PostBalance: $47.00 
29/10/2022 13:50:41 | Triplemint | PreBalance: $0.75 | PostBalance: $47.00 
29/10/2022 13:50:41 | Potato Crisps | PreBalance: $3.05 | PostBalance: $47.00 
29/10/2022 13:50:41 | Stackers | PreBalance: $1.45 | PostBalance: $47.00 
29/10/2022 13:50:41 | Grain Waves | PreBalance: $2.75 | PostBalance: $47.00 
29/10/2022 13:50:41 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $47.00 
29/10/2022 13:50:41 | Moonpie | PreBalance: $1.80 | PostBalance: $47.00 
29/10/2022 13:50:41 | Cowtales | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:50:41 | Wonka Bar | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:50:41 | Crunchie | PreBalance: $1.75 | PostBalance: $47.00 
29/10/2022 13:50:41 | Cola | PreBalance: $1.25 | PostBalance: $47.00 
29/10/2022 13:50:41 | Dr. Salt | PreBalance: $1.50 | PostBalance: $47.00 
29/10/2022 13:50:41 | Mountain Melter | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:50:41 | Heavy | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:50:41 | U-Chews | PreBalance: $0.85 | PostBalance: $45.50 
29/10/2022 13:50:41 | Little League Chew | PreBalance: $0.95 | PostBalance: $45.50 
29/10/2022 13:50:41 | Chiclets | PreBalance: $0.75 | PostBalance: $45.50 
29/10/2022 13:50:41 | Triplemint | PreBalance: $0.75 | PostBalance: $45.50 
29/10/2022 13:50:41 | Potato Crisps | PreBalance: $3.05 | PostBalance: $45.50 
29/10/2022 13:50:41 | Stackers | PreBalance: $1.45 | PostBalance: $45.50 
29/10/2022 13:50:41 | Grain Waves | PreBalance: $2.75 | PostBalance: $45.50 
29/10/2022 13:50:41 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $45.50 
29/10/2022 13:50:41 | Moonpie | PreBalance: $1.80 | PostBalance: $45.50 
29/10/2022 13:50:41 | Cowtales | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:50:41 | Wonka Bar | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:50:41 | Crunchie | PreBalance: $1.75 | PostBalance: $45.50 
29/10/2022 13:50:41 | Cola | PreBalance: $1.25 | PostBalance: $45.50 
29/10/2022 13:50:41 | Dr. Salt | PreBalance: $1.50 | PostBalance: $45.50 
29/10/2022 13:50:41 | Mountain Melter | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:50:41 | Heavy | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:50:41 | U-Chews | PreBalance: $0.85 | PostBalance: $44.00 
29/10/2022 13:50:41 | Little League Chew | PreBalance: $0.95 | PostBalance: $44.00 
29/10/2022 13:50:41 | Chiclets | PreBalance: $0.75 | PostBalance: $44.00 
29/10/2022 13:50:41 | Triplemint | PreBalance: $0.75 | PostBalance: $44.00 
29/10/2022 13:50:41 | Potato Crisps | PreBalance: $3.05 | PostBalance: $44.00 
29/10/2022 13:50:41 | Stackers | PreBalance: $1.45 | PostBalance: $44.00 
29/10/2022 13:50:41 | Grain Waves | PreBalance: $2.75 | PostBalance: $44.00 
29/10/2022 13:50:41 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $44.00 
29/10/2022 13:50:41 | Moonpie | PreBalance: $1.80 | PostBalance: $44.00 
29/10/2022 13:50:41 | Cowtales | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:50:41 | Wonka Bar | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:50:41 | Crunchie | PreBalance: $1.75 | PostBalance: $44.00 
29/10/2022 13:50:41 | Cola | PreBalance: $1.25 | PostBalance: $44.00 
29/10/2022 13:50:41 | Dr. Salt | PreBalance: $1.50 | PostBalance: $44.00 
29/10/2022 13:50:41 | Mountain Melter | PreBalance: $1.50 | PostBalance: $42.50 
29/10/2022 13:50:41 | Heavy | PreBalance: $1.50 | PostBalance: $42.50 
29/10/2022 13:50:41 | U-Chews | PreBalance: $0.85 | PostBalance: $42.50 
29/10/2022 13:50:41 | Little League Chew | PreBalance: $0.95 | PostBalance: $42.50 
29/10/2022 13:50:41 | Chiclets | PreBalance: $0.75 | PostBalance: $42.50 
29/10/2022 13:50:41 | Triplemint | PreBalance: $0.75 | PostBalance: $42.50 
29/10/2022 13:50:41 | Potato Crisps | PreBalance: $3.05 | PostBalance: $42.50 
29/10/2022 13:50:41 | Stackers | PreBalance: $1.45 | PostBalance: $42.50 
29/10/2022 13:50:41 | Grain Waves | PreBalance: $2.75 | PostBalance: $42.50 
29/10/2022 13:50:41 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $42.50 
29/10/2022 13:50:41 | Moonpie | PreBalance: $1.80 | PostBalance: $42.50 
29/10/2022 13:50:41 | Cowtales | PreBalance: $1.50 | PostBalance: $42.50 
29/10/2022 13:50:41 | Wonka Bar | PreBalance: $1.50 | PostBalance: $42.50 
29/10/2022 13:50:41 | Crunchie | PreBalance: $1.75 | PostBalance: $42.50 
29/10/2022 13:50:41 | Cola | PreBalance: $1.25 | PostBalance: $42.50 
29/10/2022 13:50:41 | Dr. Salt | PreBalance: $1.50 | PostBalance: $42.50 
29/10/2022 14:17:08 | Cash input | PreBalance: $3.00 | PostBalance: $3.00 
29/10/2022 14:17:08 | Cash input | PreBalance: $3.00 | PostBalance: $6.00 
29/10/2022 14:19:07 | Cash input | PreBalance: $3.00 | PostBalance: $3.00 
29/10/2022 14:20:00 | Cash input | PreBalance: $3.00 | PostBalance: $3.00 
29/10/2022 14:30:42 | Cash input | PreBalance: $4.00 | PostBalance: $4.00 
29/10/2022 14:30:42 | Potato Crisps | PreBalance: $3.05 | PostBalance: $4.00 
29/10/2022 14:30:42 | Stackers | PreBalance: $1.45 | PostBalance: $4.00 
29/10/2022 14:30:42 | Grain Waves | PreBalance: $2.75 | PostBalance: $4.00 
29/10/2022 14:30:42 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $4.00 
29/10/2022 14:30:42 | Moonpie | PreBalance: $1.80 | PostBalance: $4.00 
29/10/2022 14:30:42 | Cowtales | PreBalance: $1.50 | PostBalance: $4.00 
29/10/2022 14:30:42 | Wonka Bar | PreBalance: $1.50 | PostBalance: $4.00 
29/10/2022 14:30:42 | Crunchie | PreBalance: $1.75 | PostBalance: $4.00 
29/10/2022 14:30:42 | Cola | PreBalance: $1.25 | PostBalance: $4.00 
29/10/2022 14:30:42 | Dr. Salt | PreBalance: $1.50 | PostBalance: $4.00 
29/10/2022 14:30:42 | Mountain Melter | PreBalance: $1.50 | PostBalance: $4.00 
29/10/2022 14:30:42 | Heavy | PreBalance: $1.50 | PostBalance: $4.00 
29/10/2022 14:30:42 | U-Chews | PreBalance: $0.85 | PostBalance: $3.15 
29/10/2022 14:30:42 | Little League Chew | PreBalance: $0.95 | PostBalance: $3.15 
29/10/2022 14:30:42 | Chiclets | PreBalance: $0.75 | PostBalance: $3.15 
29/10/2022 14:30:42 | Triplemint | PreBalance: $0.75 | PostBalance: $3.15 
29/10/2022 14:30:42 | Potato Crisps | PreBalance: $3.05 | PostBalance: $3.15 
29/10/2022 14:30:42 | Stackers | PreBalance: $1.45 | PostBalance: $3.15 
29/10/2022 14:30:42 | Grain Waves | PreBalance: $2.75 | PostBalance: $3.15 
29/10/2022 14:30:42 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $3.15 
29/10/2022 14:30:42 | Moonpie | PreBalance: $1.80 | PostBalance: $3.15 
29/10/2022 14:30:42 | Cowtales | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | Wonka Bar | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | Crunchie | PreBalance: $1.75 | PostBalance: $3.15 
29/10/2022 14:30:42 | Cola | PreBalance: $1.25 | PostBalance: $3.15 
29/10/2022 14:30:42 | Dr. Salt | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | Mountain Melter | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | Heavy | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | U-Chews | PreBalance: $0.85 | PostBalance: $3.15 
29/10/2022 14:30:42 | Little League Chew | PreBalance: $0.95 | PostBalance: $3.15 
29/10/2022 14:30:42 | Chiclets | PreBalance: $0.75 | PostBalance: $3.15 
29/10/2022 14:30:42 | Triplemint | PreBalance: $0.75 | PostBalance: $3.15 
29/10/2022 14:30:42 | Potato Crisps | PreBalance: $3.05 | PostBalance: $3.15 
29/10/2022 14:30:42 | Stackers | PreBalance: $1.45 | PostBalance: $3.15 
29/10/2022 14:30:42 | Grain Waves | PreBalance: $2.75 | PostBalance: $3.15 
29/10/2022 14:30:42 | Cloud Popcorn | PreBalance: $3.65 | PostBalance: $3.15 
29/10/2022 14:30:42 | Moonpie | PreBalance: $1.80 | PostBalance: $3.15 
29/10/2022 14:30:42 | Cowtales | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | Wonka Bar | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | Crunchie | PreBalance: $1.75 | PostBalance: $3.15 
29/10/2022 14:30:42 | Cola | PreBalance: $1.25 | PostBalance: $3.15 
29/10/2022 14:30:42 | Dr. Salt | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | Mountain Melter | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | Heavy | PreBalance: $1.50 | PostBalance: $3.15 
29/10/2022 14:30:42 | U-Chews | PreBalance: $0.85 | PostBalance: $3.15 
29/10/2022 14:30:42 | Little League Chew | PreBalance: $0.95 | PostBalance: $3.15 
29/10/2022 14:30:42 | Chiclets | PreBalance: $0.75 | PostBalance: $2.40 
29/10/2022 14:30:42 | Triplemint | PreBalance: $0.75 | PostBalance: $2.40 
29/10/2022 14:30:42 | Potato Crisps | PreBalance: $3.05 | PostBalance: $2.40 
29/10/2022 14:30:42 | Stackers | PreBalance: $1.45 | PostBalance: $2.40 
05/11/2022 19:44:26 | Cash input | PreBalance: $50.00 | PostBalance: $50.00 
05/11/2022 19:44:26 | Little League Chew | PreBalance: $0.95 | PostBalance: $49.05 
09/11/2022 21:06:17 | Cash input | PreBalance: $50.00 | PostBalance: $50.00 
09/11/2022 21:06:17 | Cash input | PreBalance: $3.00 | PostBalance: $53.00 
09/11/2022 21:06:17 | Dr. Salt | PreBalance: $1.50 | PostBalance: $51.50 
09/11/2022 21:06:17 | Dr. Salt | PreBalance: $1.50 | PostBalance: $50.00 
09/11/2022 21:06:17 | Dr. Salt | PreBalance: $1.50 | PostBalance: $48.50 
09/11/2022 21:06:17 | Dr. Salt | PreBalance: $1.50 | PostBalance: $47.00 
09/11/2022 21:06:17 | Dr. Salt | PreBalance: $1.50 | PostBalance: $45.50 
09/11/2022 21:08:25 | Cash input | PreBalance: $3.00 | PostBalance: $3.00 
09/11/2022 21:08:25 | Cashed out | PreBalance: $3.00 | PostBalance: $0 
09/11/2022 21:21:35 | Cash input | PreBalance: $50.00 | PostBalance: $50.00 
09/11/2022 21:21:35 | Cash input | PreBalance: $3.00 | PostBalance: $53.00 
09/11/2022 21:21:35 | Cash input | PreBalance: $2.00 | PostBalance: $55.00 
09/11/2022 21:22:55 | Cash input | PreBalance: $3.00 | PostBalance: $3.00 
09/11/2022 21:22:55 | Cash input | PreBalance: $10.00 | PostBalance: $13.00 
09/11/2022 21:22:55 | Chiclets | PreBalance: $0.75 | PostBalance: $12.25 
09/11/2022 21:22:55 | Chiclets | PreBalance: $0.75 | PostBalance: $11.50 
09/11/2022 21:22:55 | Chiclets | PreBalance: $0.75 | PostBalance: $10.75 
09/11/2022 21:22:55 | Chiclets | PreBalance: $0.75 | PostBalance: $10.00 
09/11/2022 21:22:55 | Chiclets | PreBalance: $0.75 | PostBalance: $9.25 
09/11/2022 21:22:55 | Triplemint | PreBalance: $0.75 | PostBalance: $8.50 
09/11/2022 21:22:55 | Triplemint | PreBalance: $0.75 | PostBalance: $7.75 
09/11/2022 21:22:55 | Triplemint | PreBalance: $0.75 | PostBalance: $7.00 
09/11/2022 21:22:55 | Triplemint | PreBalance: $0.75 | PostBalance: $6.25 
09/11/2022 21:22:55 | Triplemint | PreBalance: $0.75 | PostBalance: $5.50 
09/11/2022 21:22:55 | Little League Chew | PreBalance: $0.95 | PostBalance: $4.55 
09/11/2022 21:22:55 | Little League Chew | PreBalance: $0.95 | PostBalance: $3.60 
09/11/2022 21:22:55 | Little League Chew | PreBalance: $0.95 | PostBalance: $2.65 
09/11/2022 21:22:55 | Little League Chew | PreBalance: $0.95 | PostBalance: $1.70 
09/11/2022 21:22:55 | Little League Chew | PreBalance: $0.95 | PostBalance: $0.75 
09/11/2022 21:27:43 | Cash input | PreBalance: $5.00 | PostBalance: $5.00 
09/11/2022 21:27:43 | Potato Crisps | PreBalance: $3.05 | PostBalance: $1.95 
09/11/2022 21:28:33 | Cash input | PreBalance: $1.00 | PostBalance: $1.00 
